name,group,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19,T19,ID
"data, visual, visualization, visualizations, analysis, users, using, based, method, techniques",WYSIWYG (What You See is What You Get) Volume Visualization,10,6,5,3,15,7,13,2,12,11,1,14,9,8,17,20,18,4,19,16,279
"data, visual, method, visualization, study, interactive, time, analysis, users, using",Interactive Volume Visualization of General Polyhedral Grids,3,16,10,2,17,1,6,13,20,9,4,8,18,19,7,12,5,11,14,15,280
"data, study, interactive, visual, visualization, method, using, system, analysis, based",Image Plane Sweep Volume Illumination,7,10,13,3,17,12,6,5,4,1,2,18,19,11,15,9,8,16,14,20,281
"data, visual, visualization, based, analysis, system, users, using, visualizations, study",Interactive Multiscale Tensor Reconstruction for Multiresolution Volume Visualization,8,11,3,6,9,10,16,18,1,15,2,20,19,12,13,5,7,4,14,17,282
"data, visual, time, visualization, system, using, method, users, analysis, use",An Efficient Direct Volume Rendering Approach for Dichromats,14,16,3,18,15,1,20,10,5,6,2,9,13,17,11,8,4,7,12,19,283
"users, data, study, interactive, based, different, visual, system, visualizations, visualization",Interactive Virtual Probing of 4D MRI Blood-Flow,7,4,17,2,14,1,19,10,9,8,6,13,12,16,18,3,5,20,15,11,284
"data, visual, visualization, analysis, based, visualizations, method, system, users, techniques",Crepuscular Rays for Tumor Accessibility Planning,4,3,17,7,10,6,9,16,8,5,1,11,12,2,19,20,13,15,14,18,285
"data, visual, visualization, analysis, time, visualizations, techniques, method, use, paper",Distance Visualization for Interactive 3D Implant Planning,11,5,13,12,10,4,14,16,8,6,1,2,18,9,7,19,3,17,15,20,286
"data, visual, visualization, analysis, method, users, techniques, visualizations, based, system",The FLOWLENS: A Focus-and-Context Visualization Approach for Exploration of Blood Flow in Cerebral Aneurysms,1,5,7,10,3,14,6,18,13,4,8,2,19,17,11,16,9,15,12,20,287
"data, visual, visualization, system, analysis, method, techniques, visualizations, using, based",Projection-Based Metal-Artifact Reduction for Industrial 3D X-ray Computed Tomography,3,1,15,2,5,16,4,20,10,7,14,11,12,18,8,13,17,6,9,19,288
"data, visual, visualization, analysis, method, techniques, visualizations, users, based, using",Quality Metrics in High-Dimensional Data Visualization: An Overview and Systematization,3,14,18,4,10,12,5,2,8,16,11,6,17,20,9,1,15,7,19,13,289
"data, visual, based, using, visualization, method, users, analysis, visualizations, results",Benefitting InfoVis with Visual Difficulties,2,10,14,6,13,18,1,7,9,5,8,15,3,17,11,4,16,19,12,20,290
"data, visual, visualization, analysis, time, visualizations, based, study, interactive, techniques",Product Plots,2,7,14,5,15,3,6,17,12,16,10,9,11,8,20,18,4,1,13,19,291
"data, visual, visualization, analysis, users, techniques, based, method, visualizations, using",Visualization Rhetoric: Framing Effects in Narrative Visualization,1,6,10,4,17,3,19,2,18,13,9,7,8,5,16,14,12,11,20,15,292
"data, visual, visualization, based, analysis, techniques, visualizations, method, users, using",Adaptive Privacy-Preserving Visualization Using Parallel Coordinates,15,9,7,12,8,14,3,2,18,13,5,4,10,19,11,1,16,6,17,20,293
"data, visual, visualization, study, interactive, users, analysis, using, method, different",Context-Preserving Visual Links,5,6,11,7,19,2,12,8,20,3,1,9,14,17,10,4,13,15,16,18,294
"data, visual, visualization, analysis, using, system, techniques, study, interactive, visualizations",,2,8,11,9,18,3,6,15,20,4,1,7,13,14,12,16,10,5,17,19,295
"data, visual, visualization, method, visualizations, analysis, users, using, study, interactive",Developing and Evaluating Quilts for the Depiction of Large Layered Graphs,16,4,5,2,13,1,12,9,11,10,3,7,15,14,17,18,6,19,20,8,296
"data, visual, visualization, analysis, using, based, techniques, users, method, system",Arc Length-Based Aspect Ratio Selection,19,5,7,1,9,14,4,6,10,3,15,13,16,12,20,11,2,8,17,18,297
"data, system, users, visual, different, based, visualizations, using, visualization, method",Asymmetric Relations in Longitudinal Social Networks,10,14,8,6,18,7,5,4,13,9,1,12,2,15,11,3,20,19,16,17,298
"data, visual, visualization, method, time, analysis, system, visualizations, study, interactive",,16,5,19,7,3,11,14,15,4,6,10,18,9,2,13,12,17,8,1,20,299
"data, visual, visualizations, visualization, users, method, analysis, based, using, time",D&#x0B3; Data-Driven Documents,6,7,12,14,19,4,17,8,16,5,11,2,3,13,18,10,1,15,9,20,300
"data, visual, users, using, visualization, system, analysis, based, results, techniques",Flexible Linked Axes for Multivariate Data Visualization,1,4,19,14,5,16,8,13,2,6,15,18,7,3,11,17,10,9,12,20,301
"data, visual, visualization, analysis, users, using, techniques, method, study, interactive",Synthetic Generation of High-Dimensional Datasets,2,9,18,4,17,3,16,6,15,7,1,12,13,5,20,8,11,10,14,19,302
"data, visual, using, system, visualization, based, users, results, visualizations, analysis",Stereoscopic Highlighting: 2D Graph Visualization on Stereo Displays,3,10,13,11,16,4,5,12,20,8,1,7,15,9,2,19,17,6,14,18,303
"data, using, visual, visualization, method, results, time, users, analysis, visualizations",In Situ Exploration of Large Dynamic Networks,11,3,20,8,14,1,17,15,10,13,4,5,6,18,7,2,12,9,16,19,304
"data, visual, users, visualization, visualizations, analysis, system, present, techniques, method",Parallel Edge Splatting for Scalable Dynamic Graph Visualization,11,13,15,3,14,7,6,2,16,10,4,1,12,19,9,5,17,18,8,20,305
"data, users, visual, using, based, visualization, system, method, visualizations, analysis",Divided Edge Bundling for Directional Network Data,4,15,8,3,13,9,12,5,10,20,2,6,14,11,1,7,18,16,17,19,306
"data, visual, visualization, system, method, visualizations, analysis, users, study, interactive",Skeleton-Based Edge Bundling for Graph Visualization,8,17,18,1,19,15,5,2,16,10,3,11,12,13,14,7,6,4,9,20,307
"data, visual, users, visualization, time, analysis, visualizations, based, using, system",BirdVis: Visualizing and Understanding Bird Populations,6,7,16,4,19,3,13,14,15,9,1,11,2,10,18,8,5,17,12,20,308
"data, visual, visualization, analysis, using, based, time, techniques, system, method",BallotMaps: Detecting Name Bias in Alphabetically Ordered Ballot Papers,2,18,16,1,17,5,11,19,13,4,9,14,7,3,20,15,8,6,12,10,309
"data, based, users, visual, visualization, different, study, interactive, method, visualizations",Sequence Surveyor: Leveraging Overview for Scalable Genomic Alignment Visualization,12,4,15,2,19,10,3,11,16,13,1,8,7,14,17,5,9,6,18,20,310
"data, users, system, study, interactive, visualizations, visual, time, method, visualization",Visualization of Parameter Space for Image Analysis,6,8,2,3,19,1,4,9,13,11,7,15,12,17,18,10,14,5,16,20,311
"data, visual, visualization, method, based, visualizations, users, time, analysis, using",TextFlow: Towards Better Understanding of Evolving Topics in Text,2,3,15,11,6,13,4,5,18,1,16,9,14,12,19,8,17,10,7,20,312
"data, visual, visualization, analysis, visualizations, techniques, time, based, paper, design",Exploratory Analysis of Time-Series with ChronoLenses,14,7,15,12,20,4,11,13,16,1,10,3,2,9,6,19,5,8,17,18,313
"data, method, visual, users, system, visualization, using, analysis, time, different",CloudLines: Compact Display of Event Episodes in Multiple Time-Series,11,4,6,1,20,14,9,5,13,2,7,18,15,10,19,3,12,8,16,17,314
"data, using, visual, study, interactive, based, method, users, different, results",,16,15,2,8,13,17,5,12,18,4,10,14,3,20,11,6,1,9,7,19,315
"data, visual, study, interactive, based, visualization, time, system, analysis, present",TreeNetViz: Revealing Patterns of Networks over Tree Structures,9,4,18,13,17,6,8,16,7,2,5,15,10,12,20,3,1,14,11,19,316
"data, using, visualizations, visual, results, time, method, visualization, system, different",Improved Similarity Trees and their Application to Visual Data Classification,3,2,14,8,19,9,15,10,13,4,11,17,5,1,6,16,12,18,7,20,317
"data, visual, visualization, visualizations, analysis, using, study, interactive, based, techniques",A Study on Dual-Scale Data Charts,8,6,16,5,19,1,11,18,15,7,3,2,12,13,10,14,17,4,9,20,318
"data, visual, visualization, analysis, using, time, system, techniques, based, method",Evaluation of Artery Visualizations for Heart Disease Diagnosis,4,14,11,6,7,2,19,12,10,5,1,18,3,20,16,8,9,13,17,15,319
"data, visual, visualization, using, analysis, method, visualizations, system, study, interactive",Exploring Ambient and Artistic Visualization for Residential Energy Use Feedback,10,1,13,6,15,16,4,14,12,18,17,2,11,3,8,19,7,5,9,20,320
"data, system, visual, method, visualization, users, visualizations, analysis, using, study",Human-Centered Approaches in Geovisualization Design: Investigating Multiple Methods Through a Long-Term Case Study,5,12,16,7,18,6,2,9,4,1,14,17,19,8,10,3,13,20,11,15,321
"data, visual, method, users, visualization, system, based, analysis, time, using",Visual Thinking In Action: Visualizations As Used On Whiteboards,4,11,13,8,19,5,9,2,20,3,1,16,12,10,6,7,14,17,15,18,322
