name,group,T0,T1,T2,T3,T4,T5,T6,T7,T8,T8,ID
"TITLE: Understanding Interfirm Relationships in Business Ecosystems with Interactive Visualization WORDS: used, new, space, large, users, use, design, visualizations, interactive, volume",Understanding Interfirm Relationships in Business Ecosystems with Interactive Visualization,0.0964506976911,0.124348859649,0.0757236073539,0.0913672767475,0.104749422393,0.139674963175,0.0868373535043,0.107454197827,0.0880738119336,0.0853198097262,57
"TITLE: Entourage: Visualizing Relationships between Biological Pathways using Contextual Subsets WORDS: users, use, design, visualizations, interactive, new, different, study, technique, time",Entourage: Visualizing Relationships between Biological Pathways using Contextual Subsets,0.119119416955,0.131508114988,0.110583863757,0.0918144462992,0.0886968641832,0.0783188118818,0.0853423585583,0.0915757296002,0.100230541496,0.102809852281,58
"TITLE: Variant View: Visualizing Sequence Variants in their Gene Context WORDS: new, users, use, design, visualizations, interactive, volume, novel, space, large",Variant View: Visualizing Sequence Variants in their Gene Context,0.0988378244291,0.135177857142,0.0942266955564,0.0673044744988,0.115148740581,0.105579054955,0.0773680960384,0.106242847933,0.106918868069,0.0931955407977,59
"TITLE: DiffAni: Visualizing Dynamic Graphs with a Hybrid of Difference Maps and Animation WORDS: users, use, design, visualizations, interactive, space, large, different, study, technique",DiffAni: Visualizing Dynamic Graphs with a Hybrid of Difference Maps and Animation,0.104091390959,0.120114003234,0.0908594541368,0.0899283104283,0.0759138801099,0.107758931223,0.104551149812,0.113648014144,0.0809236943032,0.112211171649,60
"TITLE: Visualizing Change over Time Using Dynamic Hierarchies: TreeVersity2 and the StemView WORDS: users, use, design, visualizations, interactive, volume, new, different, study, technique",Visualizing Change over Time Using Dynamic Hierarchies: TreeVersity2 and the StemView,0.102884948504,0.102226399408,0.0985433967566,0.0664100962264,0.120898498953,0.105897301693,0.103380313884,0.0924459868098,0.0954800952938,0.111832962471,61
"TITLE: Visual Compression of Workflow Visualizations with Automated Detection of Macro Motifs WORDS: users, use, design, visualizations, interactive, different, study, technique, time, method",Visual Compression of Workflow Visualizations with Automated Detection of Macro Motifs,0.107618664042,0.112787458891,0.10334563755,0.0784602795996,0.105483591256,0.0796293786268,0.0981631606712,0.0992495500094,0.0942554190464,0.121006860308,62
"TITLE: Automatic Layout of Structured Hierarchical Reports WORDS: used, users, use, design, visualizations, interactive, space, large, flow, tasks",Automatic Layout of Structured Hierarchical Reports,0.109967609321,0.0930217205688,0.102245187652,0.0982479055818,0.0704369434579,0.146991351931,0.100035280603,0.113245635931,0.0683655422344,0.0974428227193,63
"TITLE: Edge Compression Techniques for Visualization of Dense Directed Graphs WORDS: users, use, design, visualizations, interactive, used, different, study, technique, time",Edge Compression Techniques for Visualization of Dense Directed Graphs,0.127695782774,0.100263607355,0.0983978322634,0.0915420981254,0.0915504200088,0.119676473828,0.104162625796,0.0806437747662,0.0804670798638,0.105600305219,64
"TITLE: GPLOM: The Generalized Plot Matrix for Visualizing Multidimensional Multivariate Data WORDS: new, novel, users, use, design, visualizations, interactive, space, large, used",GPLOM: The Generalized Plot Matrix for Visualizing Multidimensional Multivariate Data,0.100078410948,0.113210033398,0.0953398854283,0.112608903796,0.0849026654666,0.100695936295,0.0734888632966,0.101072198315,0.125714909561,0.0928881934963,65
"TITLE: Orthographic Star Coordinates WORDS: users, use, design, visualizations, interactive, new, different, study, technique, time",Orthographic Star Coordinates,0.153026362542,0.0948948060324,0.059078996469,0.104434361045,0.0855754009991,0.0901117810721,0.105257512629,0.0911563986971,0.0980580893855,0.118406291129,66
"TITLE: Dimension Projection Matrix/Tree: Interactive Subspace Visual Exploration and Analysis of High Dimensional Data WORDS: new, space, large, users, use, design, visualizations, interactive, volume, novel",Dimension Projection Matrix/Tree: Interactive Subspace Visual Exploration and Analysis of High Dimensional Data,0.0972910759299,0.0958393627387,0.0914262910634,0.0874925945188,0.111420747446,0.0984367151917,0.0855915097851,0.127648994939,0.109809492812,0.0950432155763,67
